,id,label,tweet,degree of profanity
8426,8427,1,we cannot address issues of fair trade or fresh h20 with so much violence better 2017npr     ,0.05
8438,8439,1,  just delete your account shallow  and go away ,0.0
8451,8452,1, here comes a  supermistict douchebag who can only poke his nose as sme of all  burninhell,0.05
8466,8467,1, i noticed too definitions  of bullying  and disabilities are trying to be changed so people dont hv to htt,0.0
8505,8506,1,    classic  yet you jewish bastards wonder why you are sooo hated in the world,0.11
8515,8516,1,the dying of the light  village greentown  antisemitism hocoschools columbiamd hocomd,0.0
8527,8528,1,  youre the one who should be leaving this eah you  piece of shit,0.06
8530,8531,1,directly applicable to trump ,0.0
8533,8534,1,the left dont know how to do anything right including insulting  leftist  snowflake happyholidays ,0.0
8541,8542,1,huh i wonder why could it be that hes a well documented tyrant  bigot elitist crook   ,0.0
8552,8553,1,donaldtrumps ny campaign cochair carlpaladino unleashes on the obamas in  2017 wish list  mic ,0.0
8568,8569,1, allahsoil the odds of dying from extremist violence are roughly one in 400000    emiratis,0.06
8598,8599,1,  in chief the gangs all here hillaryclinton obama soros more caoons at  ,0.0
8604,8605,1,goverment left is against womensrighttochoose a drink  feminism hillary trump  discrimination obama,0.0
8626,8627,1,expressions of  misandry misogyny ie power are pa of all marginalized groups who live w fear  ,0.05
8639,8640,1,university of wisconsinmadison wont cancel racially biased problem of whiteness course  ,0.0
8682,8683,1,both   amp dumb pelosi ,0.14
8735,8736,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
8747,8748,1,kindledeals  publishing industry tellall  just 399  bookpublishing publishing kindle kindledeals ,0.0
8757,8758,1,christians saying i am not racist is not  protest and denounce   retweet ,0.06
8768,8769,1,the latest the blicqer daily  thanks to     ad,0.0
8772,8773,1, suck it haters hillary voters hatefear this trump voters loveknow this who is the  ,0.06
8795,8796,1,microsoft twitterbot turns into a raging sexist  and genocidedefender ai tech  ,0.0
8796,8797,1,the latest the all in one news24 daily  thanks to    africa ,0.06
8803,8804,1,carl paladino trump ally wishes obama dead of mad cow disease in 17  ,0.2
8857,8858,1,are you black amp feel like  are stomping on you listen  retweet tampa miami ,0.06
8875,8876,1,why is it christmas eve why not christmas adam ,0.0
8896,8897,1,  pos take that painting down asshole fucking chump,0.2
8897,8898,1,trump is guilty of treason   we theresistance must resist   hate  naked raygun treason   ,0.05
8904,8905,1,the latest socialmooc  thanks to    feliz2017 ,0.0
8905,8906,1, reject  news   my latest amwriting aicle on ,0.08
8913,8914,1, are you seriously considering a performance at the inauguration of a  lying misogynist ,0.0
8943,8944,1,are you black amp feel like the   stomping on you listen  retweet tampa miami ,0.06
8954,8955,1, allahsoil the problem isnt that everyone believes this caoonish rendition of the facts    racis,0.0
8962,8963,1,all the snowpeople in this movie are white  ,0.0
8965,8966,1,when lauren duca says that  looks like she smells like vanilla she means white    rocks his tenacity,0.0
8974,8975,1,pure  today in cologne everybody looking arabic is kettled female friends had to leave for better pics of media presented by gov,0.0
8993,8994,1,excellent rambling about the alt right  tcot tlot altright   blacklivesmatter  ,0.0
8994,8995,1, patriotwatch 148 projection  auspol rwnj upf s cult cultism projection springst,0.0
9020,9021,1, you might be a libtard if libtard  sjw liberal politics ,0.08
9073,9074,1,are you hispanic amp feel like the  are  on you listen  retweet boricua miami ,0.0
9079,9080,1, this is really telling   microaggressions race whiteprivilege antiblackness,0.0
9081,9082,1, nothing human about  cruel bitter sociopathic  the soul has fled the fugly lunatic ,0.06
9084,9085,1,live the cows  compensatory callin  or 6417153640 code 564943 iswar ,0.0
9103,9104,1,what in the fuck is this presidentpussygrabber notmypresident tinyhands  putinpuppet ,0.08
9119,9120,1, allahsoil the media distos the threat of islamic extremism      emiratis ,0.0
9120,9121,1, allahsoil the more familiar we become the more difficult it is to stereotype     emirati,0.0
9160,9161,1,   is this a new one either way men disgraced themselves  harassment  verbalassault,0.0
9166,9167,1,  hey you unless piece of garbage  obama will always be more of a man than you ever will  hillbilly,0.0
9179,9180,1, sikh temple vandalised in in calgary wso condemns  act  ,0.0
9183,9184,1,intolerant postbrexit britain history shows we can be better than this  brexit hatecrime nationalism  ,0.0
9186,9187,1, this is awful just slap on the face to americans hey my neighbor black just bought a 700000 house we r so ,0.04
9209,9210,1, dont hire      graduates theyre taught  amp genocide,0.0
9211,9212,1,how dare you accurately poray treasonoustrump china next theyll say hes a fascist  lapdog for putin ,0.0
9221,9222,1,expes explain the best way to deal with  friends amp family   ,0.0
9239,9240,1,the historian whitewashing ukraines past  ukraine volodymyrviatrovych history whitewashing  jews nazis,0.08
9246,9247,1, has your body the bodies of your generations been the sites of fear repulsion violent desirehatred ableism ,0.05
9272,9273,1, sickening but very impoant reading  ,0.0
9278,9279,1,woman catcalled walking in newyork shuts down harassers in best way ever   harassment  ny manhattan,0.0
9306,9307,1,if krakow is so beautiful then go amp stay there amp let us build our love amp peace here uk i have east european  relatives  ,0.07
9324,9325,1,maga maga3x this moron who tweeted this sewage below doesnt understand why he and hillarylost ,0.06
9342,9343,1,why do the most wise words often come from black americans is it just a reaction of  denzelwashington morganfreeman willsmith,0.05
9344,9345,1, go fuck yourself richie we like it and its not going anywhere  ,0.07
9356,9357,1,the idiocy of feminism  they actually think microaggressions matter  heres the proof ,0.0
9364,9365,1,kevin didnt understand what hed done but he knew hed fucked up bestof2016 by   marriage ,0.06
9373,9374,1,st marks cathedral we will name racism antisemitism xenophobia as sins  komo news  ,0.0
9400,9401,1, people spit on the face of god ,0.22
9401,9402,1,  sea shepherd suppoers are racist  seashepherd    antiracism,0.08
9416,9417,1, charles paladinos racist comments spark calls for resignation  ,0.09
9462,9463,1,you might be a libtard if libtard  sjw liberal politics ,0.08
9476,9477,1, in ufc pay amanda nunes  who was amp still is the champ whopped ronda rousey but less of a payday   3 mil to 100k,0.0
9481,9482,1, allahsoil there is no correlation between the religion of islam and violence     ,0.06
9495,9496,1, what does mtv have against whitepeople ccot   via ,0.0
9500,9501,1,welcome 2017  touches new heights ,0.0
9519,9520,1,confessions of former  neoconfederate  audiblechannels us history slavery  southern truth,0.0
9522,9523,1,man stlouis racist than a muthafucka stlouis stl ,0.11
9533,9534,1, allahsoil reagan convinced ksa to flood the market and drive oil prices to historic lows  ,0.0
9558,9559,1, noballs to own his   coward   ,0.0
9562,9563,1, allahsoil enlightenment is wasted on the wilfully blind        emiratis ,0.06
9566,9567,1, boob naked assault ,0.6
9595,9596,1, black women demonic porn,0.4
9602,9603,1, dear     would you please ask these shameless   give ,0.0
9608,9609,1, allahsoil greenspans policies are now largely blamed for the mogage crisis     ,0.0
9627,9628,1,nigger lifelessons of a white kid who grew up in the 60s blogpost  whitepeople respect ,0.12
9638,9639,1, council staff have been instructed by the anc to go slow and make the da look bad this was exposed a few weeks ago ,0.0
9650,9651,1,  potus is attempting to sabotage or country in his final days israel obamacare isis energy russia  ,0.05
9654,9655,1,read and understand how  berniebros chose sanders over hillary    ,0.0
9670,9671,1, now thats not nice were urging presidentelect  to denounce  through his twitter acct ,0.0
9673,9674,1, would you want your child to attend this school i wouldnt radical  indoctrination,0.07
9685,9686,1,b4 sm we didnt hear this latent  every single day ,0.0
9688,9689,1,are  black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
9708,9709,1,trump brexit based on misconceptions about race and nationality says renowned philosopher  cbc radio  ,0.0
9753,9754,1, allahsoil police kill a substantially larger number of whites every year than they do blacks   rac,0.16
9755,9756,1,the bears rapacious hunger for oil also sealed its doom   allahsoil  teambts ,0.06
9762,9763,1,are  black amp feel like the  are stomping on you listen  retweet tampa miami ,0.06
9768,9769,1,i really should have gotten more credit for this one  maga trump quotes quote  potus news media ,0.0
9785,9786,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
9810,9811,1, new video   whitepeople  kanyewest racewarchess   wanna see the worst sh ,0.0
9813,9814,1, and in a not so stunning response plan to nominate muslimbrotherhood member  to lead their  pay,0.0
9822,9823,1,holiday fun socially relevant podcast celebrates 70 bewitched xmas ep   ,0.0
9872,9873,1, notmypresident not ever misogynistic  traitor theresistance putinsbitch ,0.0
9873,9874,1, goodes  bolt  its not the job of those who are disadvantaged by white privilege to calmly educate white people abou,0.0
9875,9876,1,pt 2 fuckdonaldtrump 13thdocumentary 2017  thats your bitch ass president ,0.17
9877,9878,1,  allows   amp   bigots racebaiter slaveowner work for your station acceptable fired,0.0
9882,9883,1,great to see quebec is establishing a provincial inquiry into systemic  amp  towards indigenous ppls ,0.0
9894,9895,1,buffalo newyork  trump ally carl paladino slammed for  wish list for obamas what a cockwomble  usa,0.0
9959,9960,1,    i fought against both sides of the argument yesterday ,0.0
9967,9968,1,in the news from racism to resource development here are the political stories inuit watched in 2016 ,0.0
9976,9977,1,you might be a libtard if libtard  sjw liberal politics ,0.08
9994,9995,1,are you black amp feel like the  are stomping on you   retweet tampa miami ,0.06
10006,10007,1,ufc champ amandanunes gets 200k for beating  rondarousey who got 3 million   is sophisticated ,0.0
10015,10016,1,allahsoil the cold war was fought over oil   teambts teamsuperjunior  ,0.0
10021,10022,1, oops i did it again melted another fragile snowflake  sad soreloser heed triggerwarning ,0.0
10026,10027,1,someone find this man  stopracism ,0.0
10037,10038,1, girls in the world nude yong girl,0.25
10045,10046,1, boycotting fathersday because its blatantly  many sistersofcolour dont know who their father is so please ,0.0
10053,10054,1, classy  ,0.0
10110,10111,1,  it is people like you whom theyve come up with the terms for like  terrorists and assholes,0.05
10149,10150,1,sea shepherd suppoers are racist   antiracism seashepherd  ,0.09
10166,10167,1,motherhoodunscripted new post happy new year  seriously  2016 celebritydeath trump misogyny  hate,0.0
10187,10188,1, my gf used uber without forcing language preferences so you are reading my data and making  ux choices,0.0
10194,10195,1,retweet like and comment white woman goes on  rant against two hispanic women  on ,0.0
10197,10198,1,  proved my point and i hardly think teen vogue classifies as fake news you just dont like her opinion,0.0
10223,10224,1,  will send you to the trump inauguration join today ,0.0
10228,10229,1,if i was a black female amp not white  pornisforlosers would be shut down for  govegan,0.06
10229,10230,1,more evidence of the impoance of  in the brexit vote ,0.0
10231,10232,1,  happy new year says the  fascist with his pennyloafer on the neck of the usa notrump nokkk,0.0
10249,10250,1,  total asssssworst mistake everlord help us all ass pos,0.09
10255,10256,1,so this girl walks into starbucks and refuses to let me serve her because im a white guy whoa hey there  and ,0.0
10263,10264,1, allahsoil all lives matter     emiratis 2016in4words,0.0
10266,10267,1,i noticed too definitions  of bullying  and disabilities are trying to be changed so people dont hv to ,0.0
10273,10274,1,  and being a ww i feel culpable 4 deeply entrenched systemic  that exists so i do all i can to dismantle,0.0
10295,10296,1, cept she plays a celtic woman celtic symbols and accent etc but because shes bald character ppl assume shes a man ,0.0
10305,10306,1, adveisments naked fucking whores ,0.5
10306,10307,1,boycott lying divisive nationalist foxnews add to your list    karma s ,0.0
10318,10319,1, you might be a libtard if libtard  sjw liberal politics ,0.08
10319,10320,1,  scary that its not that long ago ,0.0
10347,10348,1,insane crazy racist white woman reaction  paranormal insane crazy insane  free classifieds ads,0.07
10348,10349,1,   i feel triggered by your statement me amp my strawberry blonde locks are going to our safe space ,0.0
10350,10351,1, cuomo paladinos racist ugly comments on the obamas embarrass new yorkers  politics  c,0.12
10359,10360,1,good night sweet  on the 5th day of kwanzaa is nia which means purpose our purpose in 2017 is to fight fascism ,0.04
10428,10429,1,carriefisher was a feminist fighting  amp ageism in hollywood with her pen her acting her talent amp h ,0.0
10443,10444,1,the latest the equality echo  thanks to    equality ,0.0
10462,10463,1,are you hispanic amp feel  the  are stomping on you listen  retweet boricua miami ,0.0
10467,10468,1, absolutely disgusting ,0.0
10477,10478,1, if you say the nazis said that hatred  amp bigotry can be found with extremists of all faiths ,0.05
10491,10492,1,  its about time whiteman calls  an gets results,0.0
10498,10499,1,  worst customer service in the united states already repoed 2 the better business bureau  ,0.0
10516,10517,1, allahsoil greenspans monetary policies equated to declining real wages for workers     ,0.0
10519,10520,1, no the neighbor has not been arrested the cop was more interested in the kid littering than the assault of the ki ,0.08
10534,10535,1,the latest the  daily  thanks to     catalunya,0.0
10568,10569,1,techjunkiejhaltright site plans a fake black person twitter campaign  socialmedia  ,0.08
10572,10573,1, dear democrats  djt not allowing islamicradicals  2 use americas freedoms 2 destroy r freedoms is not  or islamopho,0.05
10596,10597,1,blacklivesmatter thats why bilal called the adhan on the kaaba   always existed hamza yusuf that was not nice ,0.0
10600,10601,1, allahsoil the temptation to blame everything on a scapegoat is too strong to resist   ,0.0
10603,10604,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
10604,10605,1,     most boys can use a drill really  ,0.0
10621,10622,1,leave a gweh below  if in 2017 you will no longer debate wypipo about  slaver  ,0.0
10624,10625,1,the cowboys racist im convince fooh my nigga got 12 wins and yall gon swap him for the white boy who aint did shit ,0.12
10627,10628,1, my santaproject is to not shop at  as long as they suppo trump brands hate  ivanka macys ,0.0
10639,10640,1, black women free kerala girls sex photos,0.38
10645,10646,1,can whites only immigration make america great again  via  jarodtaylor  asslicker,0.14
10650,10651,1, our 4 most popular post this year was  brilliant take on whiteprivilege  ,0.0
10678,10679,1,great  country australia and israel  australian opkillingbaythecove  shabbatshalom  ,0.15
10693,10694,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm gt15 ,0.0
10729,10730,1, content abuse pedophilia stalking harassment gaslighting ableism  threats suicide nsfw self harm,0.21
10731,10732,1,whats humiliating is that our great country will have an ignorant tacky lying president notmypresidenttheresista ,0.0
10734,10735,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm 11 ,0.0
10735,10736,1,this is what trumps ny campaign chair had to say about the sitting president of the united states and the first la ,0.0
10736,10737,1, drsuess moonman  offensive kkk funny comedy lol edgy dankmemes memes vine by 911 did bush ,0.06
10745,10746,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
10755,10756,1, barack obama gets real about the  he faced in office  via ,0.0
10762,10763,1,most likely the us is deploying bc were  and interfering with the genocide within africa stop killing eac ,0.1
10768,10769,1,are  hispanic amp feel like the  are stomping on you listen  retweet boricua ,0.0
10785,10786,1,plz sign  japan  bullying tweet4taiji ,0.0
10797,10798,1, is trump what the lds church stands for who knew  adultery misogyny bigotry  incest pedophilia ra,0.16
10804,10805,1,im trying so hard to make your handwritten indirect pretty and you tweet shit like this shut up ,0.05
10833,10834,1,  maga   silence is approval  we always knew what  pigs you ,0.0
10849,10850,1, feminismiscancer feminismisterrorism feminismmuktbharat why  malevote is ignored  ,0.0
10852,10853,1, allahsoil not all muslims hate america     emiratis 2016in4words  ,0.0
10855,10856,1,you might be a libtard if libtard  sjw liberal politics ,0.08
10898,10899,1,are you black amp feel like  are stomping on you listen  retweet tampa miami ,0.06
10928,10929,1,i say it was just as good as thekingsspeech but it wont win an oscar  ,0.0
10938,10939,1, this is what shitler is referring to when he ignorantly shouts maga amp his racist sheep sta bleating  ,0.05
10945,10946,1,  heres  being a racist troll would love for you to spread the word,0.06
10967,10968,1,megaupload porn link  porn video ,0.29
10991,10992,1,    so yesu think brown skinned people cant think for themselves eh ,0.0
11038,11039,1,       no u dont did u not single out a race  ,0.0
11093,11094,1, allahsoil to say that all muslims hate america is to suggest theyre all the same    emirat,0.0
11115,11116,1, indianapolis colts black cheerleader hugs boy who used  slur so much class ,0.07
11118,11119,1,      easy  youre a  and a bigot,0.0
11142,11143,1, trump ally carl paladino said first lady should go live in a cave with a gorilla   prick,0.05
11161,11162,1, nazis continue to target jews businesses in whitefish  jewish christians  montana na,0.13
11172,11173,1,  your  ignorance whiteprivilege and whitefragility is egregious dont dare speak 4 rest of canada,0.0
11193,11194,1, someone should feed you grenades you stupid fuck   shit,0.25
11213,11214,1, you might be a libtard if libtard  sjw liberal politics ,0.08
11220,11221,1,sikh temple vandalised in in calgary wso condemns  act  ,0.0
11243,11244,1,are you black amp feel like the  are on you listen  retweet tampa miami newyork ,0.06
11245,11246,1,says fatty dumb black people think they can smell   lol ,0.15
11253,11254,1,white  social justice warriors  getting it wrong again  via  voterid maga p2 rnc dnc vote,0.0
11263,11264,1,and dont forget that per megyn kelly of fauxnews jesus amp santa are also white religion    ,0.05
11266,11267,1, this white crowd turned its back on an allblack basketball team at a high school game trump  ,0.0
11271,11272,1,yall  is global we just may have to lose before folks understand,0.0
11281,11282,1,dear leftistlunatics change a few words and tell me how your aicle isnt  you people are sick ,0.05
11288,11289,1,surprise adam saleh is a     ,0.0
11294,11295,1, porn video smoking porn fetish,0.5
11303,11304,1,    says a president elect that calls americans enemies  hateful ignorant,0.0
11308,11309,1,you might be a libtard if libtard  sjw liberal politics ,0.08
11320,11321,1, the white flight of derek black  kkk trump  change,0.17
11331,11332,1, outraged by the emoji update how dare they have a fat woman and not a fat man are they saying only women can get fat s,0.11
11340,11341,1,   the waiter was black himselffor fuck sakesstop looking for fucking  under every rock,0.18
11341,11342,1, no joking matter officers fired for joke about target practice in black neighborhoods  via ,0.06
11345,11346,1, dear    please give us a multiracial amp objective list to prove you are not  in your selection ,0.0
11355,11356,1,  hitler called ,0.2
11363,11364,1,dull british  ,0.0
11375,11376,1,reagan convinced ksa to flood the market and drive oil prices to historic lows   allahsoil  teambts  cnn,0.0
11393,11394,1,and you will hear kurds are free and equal citizens like states mouthpiece journo  claimed ,0.0
11408,11409,1,stop bullying stop racism everyone can stand up to it and say its wrong and treat everyone with respect everydayheroes  bully,0.0
11422,11423,1, im so done with  delta airlines and their  rude disrespectful comments amp actions neverdelta,0.0
11423,11424,1, sick of liberals thinking its ok to dictate where they think israeli jews should be allowed to live including in isr,0.09
11426,11427,1, allahsoil no one should be denied civil rights because of their religion    emiratis 2016i,0.0
11432,11433,1,hamzayusuf apologists be like  ris  jetlagged  doubletree by hilton london ,0.0
11438,11439,1, many toy adves are  and show narrow and limiting genderstereotypes study warns  via ,0.0
11443,11444,1, netanyahuspeech stirs antijewish hate amp  on twitter from progressives ,0.0
11458,11459,1,   because many of us find obamas policies repugnant does not make us  youre liberal rac,0.05
11469,11470,1,what overrode journalists integrity was greed and ambition along with a total absence of courage ,0.0
11478,11479,1,crazed woman launched sick attack on muslim cab driver over 7 fare  islamaphobia   ,0.18
11515,11516,1,the latest the indigenous and remote daily  thanks to    justjustice ,0.0
11520,11521,1, 8 presidents same policy on israeli settlements but only obama is slammed as a treacherous antisemite  ,0.05
11577,11578,1,we need more aicles like this from  on positive narratives against     ,0.0
11595,11596,1, is restricted duty like a straght jacket and padded room if not we should look into thatblacklivesmatter ,0.0
11604,11605,1,sikh temple vandalised in in calgary wso condemns  act   ,0.0
11611,11612,1,trump ally wishes mad cow disease death for obama unfittobeinpublicoffice ugly reprehensible   ,0.27
11618,11619,1,no immigration for 50 years white nationalist leader unloads 5 of his most horrifying hopes for america  ,0.0
11621,11622,1, will the altright promote a new kind of  genetics  mt   ,0.0
11637,11638,1,washington post editorial calling racism by its name  salt lake tribune   ,0.0
11641,11642,1, woh reading heres how joseph boyden reinforced systemic oppression of first nations    vi,0.0
11673,11674,1,  youre a   disgusting,0.0
11693,11694,1, supermariorun is  please stop this offended culture madness firstworldproblems ,0.0
11697,11698,1,i agree but hard to believe he does given his strident opposition to ordination of women womensordination ,0.0
11719,11720,1,  you forgot democrate because vetting people from terrorist countries is dumb ,0.14
11721,11722,1,we the people originally meant we the white landholding males       2016in4words ,0.0
11722,11723,1,sadly those you call your enemies are the majority of americans  fascist putinspuppet ,0.0
11751,11752,1,the ironies inherent in my experiences living amp working in qatar discrimination  ,0.0
11760,11761,1,   please stop calling yourself canadas iconic dept store nothing iconic about suppoing  ,0.0
11791,11792,1,smoke out the old year and new year at the same time marijuana unleashed at ibooks   ,0.05
11792,11793,1,small brainsjust close eyesvote for lunatics    kkk breitba altright ,0.08
11801,11802,1, can everyone please pound on  for this  misogynist comment on merrychristmas about a great law ,0.0
11804,11805,1,how about a qualifications trc professor bozzoli   highereducation southafrica,0.0
11830,11831,1,sea shepherd suppoers are racist   antiracism seashepherd ,0.1
11832,11833,1,black judge quietly removed from philandocastile shooting trial with little explanation  newswithed ,0.14
11852,11853,1, no were not ,0.0
11854,11855,1,president jimmy caer leaving his religion due to  ,0.0
11869,11870,1,christmas eve what about christmas adam this is  towards men  down with feminism,0.0
11884,11885,1,nothing would be more dangerous than to give putinschoice the impression we accept  stopracism boycott ,0.0
11943,11944,1, you might be a libtard if libtard  sjw liberal politics ,0.08
11985,11986,1,waitingf  wildest cutest creature on the eah takuyakimura w girls in highfashion brand ,0.07
12001,12002,1, bookreview lovecraft country  4 stars  as horror appropriate also funny mattruff ,0.0
12007,12008,1,green book sundown towns route66 guide a reminder of  that faced travellers under us segregation  ,0.0
12046,12047,1,    thats  r u racist,0.11
12053,12054,1,aampe scraps controversial kkk series  tv cable disney boycott ,0.09
12056,12057,1, 10 hours of walking in nyc as a woman    newyork women men bigots,0.0
12064,12065,1, racist  austin police ofc cameron staff cameronstaff camstaff officerstaff   acab cowardcops ,0.06
12067,12068,1,far right in georgia showing euro values of  ,0.0
12110,12111,1,   because ive been paying attention for the past year8 years hes a  ,0.0
12112,12113,1,empress regnant a distant prospect for japan despite gender equality law  feminism  equality asia news,0.0
12129,12130,1,ark man discoved racist graffiti on his car after a quick errand  hoodiesup  blm  ,0.06
12133,12134,1,    lt no more feeding at the public trough piggy michelleobama ,0.0
12148,12149,1,altright and euroconservatism  trump ,0.0
12149,12150,1,more marxist evil jew propoganda why is it jew controlled media has never and never will cite any non white grou ,0.09
12175,12176,1, that isnt what you said when you tweeted about the nazis over hatred  amp bigotry ,0.06
12189,12190,1, not surprised how news outlets call opposition to  racemix ad  they hate racism though i embrac,0.0
12195,12196,1,    over the past 8 yrs despite demagoguery obstruction fear ,0.07
12205,12206,1, youre such a hatred person  a narcissistic amp  is who you are  ,0.0
12206,12207,1,not even trumps transition team wants to deal with carl paladinos  comments about the obamas  vanity fair ,0.0
12213,12214,1,free sticker  stop sexism   stopsexism  womensrights women christmas trump ,0.0
12230,12231,1, what2inlieuof narcissimmisogyny tolerance kindness peace stop whate look inside you are love ,0.0
12238,12239,1, re your message of  hate  god loves all people  is not just about color  its about hate amp you preach hate,0.08
12254,12255,1,everything wrong with america is embodied by    misogyny and a hostility to science blacksagainsttrump trump,0.0
12300,12301,1,black trump suppoer smacks down cnn repoer for race baiting  trump ,0.08
12305,12306,1, i agree ,0.0
12306,12307,1,carl paladino needs to lose his school board seat what a disgusting  pig,0.0
12315,12316,1,  oh just fuuuuuuuuuuuuck right off ,0.0
12336,12337,1, care about cjreform follow me i cover deathpenalty juvenilejustice bailreform prosecutorialmisconduct ,0.0
12343,12344,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm 5 ,0.0
12347,12348,1,are you black amp feel like the  are stomping  you listen  retweet tampa miami ,0.06
12361,12362,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm 6 ,0.0
12365,12366,1,why are white people expats when the rest of us are immigrants   classism imperialsm,0.0
12381,12382,1,you might be a libtard if libtard  sjw liberal politics ,0.08
12406,12407,1,newyear new prez new destruction new commercials new new order new tweets new poopin new kids on the block new america,0.0
12407,12408,1, stay the course losers never win  dinosaurs thefuture belongs to us nofear we will not go back inferioritycomplex,0.0
12470,12471,1, beyond fabulous smug  elitists get annihilated by voter id myth video trump maga,0.0
12515,12516,1,islam against racism  ,0.0
12560,12561,1,over 12mill arrests60mill policecivilian encounters per yr in usshootingsaccidentsabuse extremely rarethous ,0.0
12585,12586,1,trumps associates are a classy bunch ,0.0
12611,12612,1,you might be a libtard if libtard  sjw liberal politics ,0.08
12628,12629,1,how is it that a man comes in last in a race but he is declared a winner putinschoice putinspuppet retweet ,0.0
12671,12672,1,you might be a libtard if libtard  sjw liberal politics ,0.08
12676,12677,1,no jissus man why do pple wait for the festive period to upset others rightfully we all should be outrage whene ,0.05
12694,12695,1,dont bogard that joint my friend marijuana unleashed now at ibooks   ,0.14
12700,12701,1,marco rubio has no consideration close to now  rwnj weirdo,0.09
12704,12705,1,statementdoubling down paladino to mediamy comments in avoice were not   libcrib  hate mental,0.0
12705,12706,1,intrumpsamerica extending your hand amp uniting merica is unprecedented  rapist egomaniac  ,0.07
12707,12708,1,libtard i cant believe she hate muslims and suppo trump how can a black woman do that me  because im not your damn slave ,0.12
12716,12717,1,the end of   me selfie  love messi cr7 religion christianity meccalive ,0.0
12717,12718,1,paladino  what can i label him as that hasnt been said before  just shameful for a public servant to h ,0.04
12744,12745,1,   and sorry if we are ethnically cleansing you in east jerusalem or bethlehem but hey ,0.0
12745,12746,1,    nothing that would be   taharrush taharrushgamea rapeugee ,0.0
12763,12764,1,rambling about the alt right  blacktwitter tcot tlot altright   bcot  blacklivesmatter,0.0
12789,12790,1,the latest the afl tattler  thanks to     afghanistan,0.0
12792,12793,1,  aint hip trendy it scalds it aches it is chronic amp chokes like smog ever present but no sees it it is a,0.0
12794,12795,1, my familys horrible  attack at thegreenpalmcottage in plettenburgbay westerncape thyini thiza we want t ,0.06
12825,12826,1,how did women fair in 2016  ,0.0
12826,12827,1, white good  dark bad  its a twisted version of  thatmakes india racist against its own people ,0.05
12830,12831,1, in my previous job every white persons response to  was doing the mannequinchallenge amp thats including ceo amp mgt,0.0
12835,12836,1,just preordered this it sounds a really great book ,0.0
12840,12841,1,heard ris2016 clip see quoted tweet props to  exposing those views out of  amp challenging ,0.0
12842,12843,1, vs whites is unabated in obamanation because how can there be such a thing with killer cops amp ,0.1
12843,12844,1, if they say their comments are just a joke or smth it will be just their opinion i dont think so its a  ,0.0
12844,12845,1,tory pay  capitalist  labour pay  socialist  green pay  environmentalist  liberal pay  coalitionist ukip  ,0.05
12845,12846,1,  its 2016      would you question hillary like that considering her age condition amp fact ,0.0
12850,12851,1,jonjo shelvey  the only man ever to racially abuse someone without saying anything kickitout shelvey ,0.06
12894,12895,1,amateur spanking vids  against women in the workplace ,0.1
12917,12918,1, ppl wait for 10 hrs karachi airpo miss connecting flights  put them on flights 24 hrs late ,0.0
12947,12948,1,book  enduring conviction fred korematsu amp his quest for justice  humanrights ht ,0.0
12967,12968,1, coming from  and powerhungrytraitors the hereticfoundation,0.0
12979,12980,1,stop calling   ive met him bbc is more  than he hes got big work ahead  ,0.0
12986,12987,1,thank you sara for the unforgettable response to  and appalling comments by the heabroken doctor ,0.0
13009,13010,1,2017 a new beginning getting rid of this nationdivider good riddance pos  ,0.0
13022,13023,1,lame duck and lame dick ,0.17
13026,13027,1,irritations like newghostbusters haters indisputably are intrusively indecent imitations  misogynist whiners,0.0
13067,13068,1,anybody who says  against men doesnt exist hasnt tried to buy disneylooney toonsthemed scrubs in mens sizescuts,0.0
13080,13081,1, best think ive ever heard about nicola sturgeon so it cant be true ,0.0
13085,13086,1,you might be a libtard if libtard  sjw liberal politics ,0.08
13102,13103,1,  im guessing a shiless man doesnt objectify himself by being shiless but a shiless woman is ,0.0
13114,13115,1,the white flight of derek black  kkk trump  change,0.18
13132,13133,1, 12 were told over amp over that voterid laws are  stillwithher liberal democrats need to wakeup amp reali ,0.05
13185,13186,1,how can sainsburys have no red stripe  ,0.0
13229,13230,1,al capone was jailed for tax evasion not murders he committed what is  s achilles heel unpresidented nohate ,0.0
13237,13238,1,psa in the age of information the true ethnicity of biblical people has caused an overlap of  and ,0.0
13249,13250,1,not surprised how news outlets call opposition to  racemix ad  they hate racism though i embrace it ad is sickening,0.0
13254,13255,1, omg what is up with the use of the word broad and if people dont agree wyou theyre triggered  ,0.05
13276,13277,1,what if michelle obama had done this  ,0.0
13278,13279,1, great aicle of truth about trc needs comments back up why its needed  indignenous  via  ,0.0
13286,13287,1,thought factory leftright polarisation trump uselections2016 leadership politics  brexit blm gt10 ,0.0
13288,13289,1, and you will hear kurds are free and equal citizens like states mouthpiece journo  claimed ,0.0
13289,13290,1, does hollywood present  as a stereotype solidarity onelove ,0.0
